title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable land.mon.gpp_tavg-u-hxy-lnd (Lmon.gpp),1286,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1286,mon land CMIP6 UKESM1,gpp_tavg-u-hxy-lnd,gross_primary_productivity_of_biomass_expressed_as_carbon,"""comment"" was ""The rate of synthesis of biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. "";",area: areacella,area: mean where land time: mean,"The rate of synthesis of biomass from inorganic precursors by autotrophs (""producers"") expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production.",longitude latitude time,mon,Carbon Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],land,,,kg m-2 s-1,CMIP6 CMOR variable,,,"m01s19i183[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fVegSoil_tavg-u-hxy-lnd (Lmon.fVegSoil),1285,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1285,mon land CMIP6 UKESM1,fVegSoil_tavg-u-hxy-lnd,carbon_mass_flux_into_soil_from_vegetation_excluding_litter,"""comment"" was ""Carbon mass flux per unit area from vegetation directly into soil, without intermediate conversion to litter."";",area: areacella,area: mean where land time: mean,"In some models part of carbon (e.g., root exudate) can go directly into the soil pool without entering litter.",longitude latitude time,mon,Total Carbon Mass Flux from Vegetation Directly to Soil,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,"m01s19i005[lbtim_ia=240,lbproc=128] / (SECONDS_IN_DAY * DAYS_IN_YEAR)",,kg m-2 s-1
Variable land.mon.fVegLitter_tavg-u-hxy-lnd (Lmon.fVegLitter),1284,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1284,mon land CMIP6,fVegLitter_tavg-u-hxy-lnd,mass_flux_of_carbon_into_litter_from_vegetation,"""comment"" was ""In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. 'Vegetation' means any living plants e.g. trees, shrubs, grass. 'Litter' is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between 'fine' and 'coarse' is model dependent. The sum of the quantities with standard names mass_flux_of_carbon_into_litter_from_vegetation_due_to_mortality and mass_flux_of_carbon_into_litter_from_vegetation_due_to_senescence is mass_flux_of_carbon_into_litter_from_vegetation."";",area: areacella,area: mean where land time: mean,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics. ""Vegetation"" means any living plants e.g. trees, shrubs, grass. ""Litter"" is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between ""fine"" and ""coarse"" is model dependent. The sum of the quantities with standard names mass_flux_of_carbon_into_litter_from_vegetation_due_to_mortality and mass_flux_of_carbon_into_litter_from_vegetation_due_to_senescence is mass_flux_of_carbon_into_litter_from_vegetation.",longitude latitude time,mon,Total Carbon Mass Flux from Vegetation to Litter,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fLitterSoil_tavg-u-hxy-lnd (Lmon.fLitterSoil),1283,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1283,mon land CMIP6,fLitterSoil_tavg-u-hxy-lnd,carbon_mass_flux_into_soil_from_litter,,area: areacella,area: mean where land time: mean,Carbon mass flux per unit area into soil from litter (dead plant material in or above the soil).,longitude latitude time,mon,Total Carbon Mass Flux from Litter to Soil,land,,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.fHarvestToGeologicStorage_tavg-u-hxy-lnd (Lmon.fHarvestToGeologicStorage),1282,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1282,mon land,fHarvestToGeologicStorage_tavg-u-hxy-lnd,mass_flux_of_carbon_from_biomass_into_geological_storage,Not present,area: areacella,area: mean,"Flux of carbon harvested from biomass that goes into geologic storage for the purposes of intentional carbon dioxide removal, via efforts such as bioenergy with carbon capture and storage (BECCS) or biomass removal and storage (BiCRS). The definition of geologic storage here is that the resulting carbon be  stored for a period of time that is long relative to that of the simulation.",longitude latitude time,mon,Harvested Biomass That Goes into Geological Storage,land,down,Positive number represents a flux of carbon from biomass (down) to geologic storage.,kg m-2 s-1,New,,,,,
Variable land.mon.fFire_tavg-u-hxy-lnd (Lmon.fFire),1281,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1281,mon land CMIP6,fFire_tavg-u-hxy-lnd,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_fires_excluding_anthropogenic_land_use_change,"""comment"" was ""CO2 emissions (expressed as a carbon mass flux per unit area) from natural fires and human ignition fires as calculated by the fire module of the dynamic vegetation model, but excluding any CO2 flux from fire included in fLuc (CO2 Flux to Atmosphere from Land Use Change)."";",area: areacella,area: mean where land time: mean,"CO2 emissions (expressed as a carbon mass flux) from natural fires + human ignition fires as calculated by the fire module of the DGVM, but excluding any CO2 flux from fire included in fLuc, defined below (CO2 Flux to Atmosphere from Land Use Change).",longitude latitude time,mon,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Excluding Land-Use Change [kgC m-2 s-1],land,up,,kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable land.mon.evspsblveg_tavg-u-hxy-lnd (Lmon.evspsblveg),1280,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1280,mon land CMIP6 UKESM1 HadGEM3-GC31 BCV,evspsblveg_tavg-u-hxy-lnd,water_evaporation_flux_from_canopy,"""comment"" was ""The canopy evaporation and sublimation (if present in model); may include dew formation as a negative flux."";",area: areacella,area: mean where land time: mean,the canopy evaporation+sublimation (if present in model).,longitude latitude time,mon,Evaporation from Canopy,land,,,kg m-2 s-1,CMIP6 CMOR variable,m01s03i297[lbproc=128],,m01s03i297[lbproc=128],,kg m-2 s-1
Variable land.mon.evspsblsoi_tavg-u-hxy-lnd (Lmon.evspsblsoi),1279,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1279,mon land CMIP6 UKESM1 HadGEM3-GC31 BCV,evspsblsoi_tavg-u-hxy-lnd,water_evaporation_flux_from_soil,"""comment"" was ""Water evaporation from soil (including sublimation)."";",area: areacella,area: mean where land time: mean,includes sublimation.,longitude latitude time,mon,Water Evaporation from Soil,land,,,kg m-2 s-1,CMIP6 CMOR variable,m01s03i296[lbproc=128] + m01s03i298[lbproc=128] - m01s03i539[lbproc=128],,m01s03i296[lbproc=128] + m01s03i298[lbproc=128] - m01s03i539[lbproc=128],,kg m-2 s-1
Variable land.mon.cropFrac_tavg-u-hxy-u (Lmon.cropFrac),1278,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1278,mon land CMIP6 UKESM1,cropFrac_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell  that is covered by crop.,longitude latitude time typecrop,mon,Percentage Crop Cover,land,,"Note that if this variable is independent of time, it should be stored only for a single time (user choice).; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typecrop CMIP7:longitude latitude time  typecrop,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,,,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128],m01s03i395[lbproc=128], land_class='crop')",,%
Variable land.mon.cVeg_tavg-u-hxy-lnd (Lmon.cVeg),1277,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1277,mon land CMIP6 UKESM1,cVeg_tavg-u-hxy-lnd,vegetation_carbon_content,,area: areacella,area: mean where land time: mean,Carbon mass per unit area in vegetation.,longitude latitude time,mon,Carbon Mass in Vegetation,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i002[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.cRoot_tavg-u-hxy-lnd (Lmon.cRoot),1276,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1276,mon land CMIP6 UKESM1,cRoot_tavg-u-hxy-lnd,root_mass_content_of_carbon,"""comment"" was ""Carbon mass per unit area in roots, including fine and coarse roots."";",area: areacella,area: mean where land time: mean,including fine and coarse roots.,longitude latitude time,mon,Carbon Mass in Roots,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i030[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.cProduct_tavg-u-hxy-lnd (Lmon.cProduct),1275,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1275,mon land CMIP6 UKESM1,cProduct_tavg-u-hxy-lnd,carbon_mass_content_of_forestry_and_agricultural_products,,area: areacella,area: mean where land time: mean,Carbon mass per unit area in that has been removed from the environment through  land use change.,longitude latitude time,mon,Carbon Mass in Products of Land-Use Change,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i032[lbtim_ia=240,lbproc=128] + m01s19i033[lbtim_ia=240,lbproc=128] + m01s19i034[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.cLitter_tavg-u-hxy-lnd (Lmon.cLitter),1274,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1274,mon land CMIP6,cLitter_tavg-u-hxy-lnd,litter_mass_content_of_carbon,"""comment"" was ""'Litter' is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between 'fine' and 'coarse' is model dependent. 'Content' indicates a quantity per unit area. The sum of the quantities with standard names surface_litter_mass_content_of_carbon and subsurface_litter_mass_content_of_carbon has the standard name litter_mass_content_of_carbon."";",area: areacella,area: mean where land time: mean,"""Litter"" is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between ""fine"" and ""coarse"" is model dependent. ""Content"" indicates a quantity per unit area. The sum of the quantities with standard names surface_litter_mass_content_of_carbon and subsurface_litter_mass_content_of_carbon has the standard name litter_mass_content_of_carbon.",longitude latitude time,mon,Carbon Mass in Litter Pool,land,,,kg m-2,CMIP6 CMOR variable,,,,,
Variable land.mon.cLeaf_tavg-u-hxy-lnd (Lmon.cLeaf),1273,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1273,mon land CMIP6 UKESM1,cLeaf_tavg-u-hxy-lnd,leaf_mass_content_of_carbon,,area: areacella,area: mean where land time: mean,Carbon mass per unit area in leaves.,longitude latitude time,mon,Carbon Mass in Leaves,land,,,kg m-2,CMIP6 CMOR variable,,,"m01s19i026[lbtim_ia=240,lbproc=128]",,kg m-2
Variable land.mon.cGeologicStorage_tavg-u-hm-u (Lmon.cGeologicStorage),1272,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1272,mon land,cGeologicStorage_tavg-u-hm-u,carbon_mass_content_of_geological_storage,Not present,area: areacella,area: mean,Mass of carbon that has been intentionally sequestered in geologic storage. The definition of geologic storage here is that it be stored for periods of time that are long as compared to the simulation.,longitude latitude time,mon,Carbon Mass in Geologic Storage,land,,"This variable should only contain carbon that is stored through processes that are represented by the Earth system model itself, not carbon that is stored solely on the basis of a forcing dataset. For example, if an ESM represents biomass energy with carbon capture and storage (BECCS) as a prognostic process, then the resulting carbon storage would be included here; whereas if a process like direct air capture (DAC) is represented solely as a negative carbon emissions flux in the scenario forcing dataset, then it would not be included here.",kg m-2,New,,,,,
Variable land.mon.c4PftFrac_tavg-u-hxy-u (Lmon.c4PftFrac),1271,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1271,mon land CMIP6 UKESM1 HadGEM3-GC31,c4PftFrac_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell  that is covered by C4 PFTs (including grass and crops).,longitude latitude time typec4pft,mon,Percentage Cover by C4 Plant Functional Type,land,,"Note that if this variable is independent of time, it should be stored only for a single time (user choice).; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typec4pft CMIP7:longitude latitude time  typec4pft,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='c4')",,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='c4')",,%
Variable land.mon.c3PftFrac_tavg-u-hxy-u (Lmon.c3PftFrac),1270,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1270,mon land CMIP6 UKESM1 HadGEM3-GC31,c3PftFrac_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,"Percentage of entire grid cell  that is covered by C3 PFTs (including grass, crops, and trees).",longitude latitude time typec3pft,mon,Percentage Cover by C3 Plant Functional Type,land,,"Note that if this variable is independent of time, it should be stored only for a single time (user choice).; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typec3pft CMIP7:longitude latitude time  typec3pft,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='c3')",,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='c3')",,%
Variable land.mon.burntFractionAll_tavg-u-hxy-u (Lmon.burntFractionAll),1269,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1269,mon land CMIP6,burntFractionAll_tavg-u-hxy-u,area_fraction,"""comment"" was ""Percentage of grid cell burned due to all fires including natural and anthropogenic fires and those associated with anthropogenic Land-use change""; ; ""long_name"" was ""Percentage of Entire Grid cell  that is Covered by Burnt Vegetation (All Classes)""; ; ""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of grid cell burned due to all fires including natural and anthropogenic fires and those associated with anthropogenic land use change,longitude latitude time typeburnt,mon,Percentage of Entire Grid Cell That Is Covered by Burnt Vegetation (All Classes),land,,"Note that if this variable is independent of time, it should be stored only for a single time (user choice).; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typeburnt CMIP7:longitude latitude time  typeburnt,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,,,,,
Variable land.mon.baresoilFrac_tavg-u-hxy-u (Lmon.baresoilFrac),1268,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1268,mon land CMIP6 UKESM1 HadGEM3-GC31,baresoilFrac_tavg-u-hxy-u,area_fraction,"""cell_methods"" was ""area: mean where land over all_area_types time: mean"";",area: areacella,area: time: mean,Percentage of entire grid cell  that is covered by bare soil.,longitude latitude time typebare,mon,Bare Soil Percentage Area Coverage,land,,"Note that if this variable is independent of time, it should be stored only for a single time (user choice).; CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time typebare CMIP7:longitude latitude time  typebare,;  ; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land over all_area_types time: mean CMIP7:area: time: mean,",%,CMIP6 CMOR variable,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='bareSoil')",,"land_class_area(m01s19i013[lbtim_ia=240,lbproc=128], m01s03i395[lbproc=128], land_class='bareSoil')",,%
